Pt name,North,East,Elevation,HA,VA,SD,Time,Date,Code
nor2-366,5182419.754,245734.576,88.039,,,,15:32:10,2023-07-04,
nor2-367,5182420.539,245735.003,88.050,,,,15:32:12,2023-07-04,
nor2-368,5182421.637,245735.279,88.051,,,,15:32:12,2023-07-04,
nor2-369,5182422.961,245735.561,88.056,,,,15:32:12,2023-07-04,
nor2-370,5182424.285,245735.755,88.098,,,,15:32:16,2023-07-04,
nor2-371,5182425.673,245735.953,88.076,,,,15:32:16,2023-07-04,
nor2-372,5182427.084,245735.966,88.103,,,,15:32:17,2023-07-04,
nor2-373,5182428.429,245736.040,88.109,,,,15:32:17,2023-07-04,
nor2-374,5182478.293,245706.896,87.991,,,,15:32:30,2023-07-04,
nor2-375,5182478.293,245706.893,87.999,,,,15:32:31,2023-07-04,
nor2-376,5182478.292,245706.893,87.982,,,,15:32:33,2023-07-04,
nor2-377,5182478.291,245706.895,87.992,,,,15:32:33,2023-07-04,
nor2-378,5182478.291,245706.892,88.003,,,,15:32:34,2023-07-04,
nor2-379,5182478.290,245706.894,88.002,,,,15:32:35,2023-07-04,
nor2-380,5182478.289,245706.890,88.007,,,,15:32:36,2023-07-04,
nor2-381,5182478.290,245706.890,88.004,,,,15:32:37,2023-07-04,
nor2-382,5182478.291,245706.892,87.999,,,,15:32:38,2023-07-04,
nor2-383,5182478.291,245706.891,88.008,,,,15:32:39,2023-07-04,
nor2-384,5182478.292,245706.888,88.014,,,,15:32:40,2023-07-04,
nor2-385,5182478.294,245706.892,88.005,,,,15:32:41,2023-07-04,
nor2-386,5182478.293,245706.892,88.004,,,,15:32:42,2023-07-04,
nor2-387,5182478.290,245706.887,88.010,,,,15:32:43,2023-07-04,
nor2-388,5182478.289,245706.890,87.998,,,,15:32:44,2023-07-04,
nor2-389,5182478.285,245706.890,88.006,,,,15:32:45,2023-07-04,
nor2-390,5182478.286,245706.886,88.001,,,,15:32:46,2023-07-04,
nor2-391,5182478.288,245706.890,88.006,,,,15:32:47,2023-07-04,
nor2-392,5182478.286,245706.886,88.012,,,,15:32:48,2023-07-04,
nor2-393,5182478.290,245706.889,88.013,,,,15:32:49,2023-07-04,
nor2-394,5182478.291,245706.888,88.010,,,,15:32:50,2023-07-04,
nor2-395,5182478.289,245706.887,88.007,,,,15:32:51,2023-07-04,
nor2-396,5182478.288,245706.885,88.005,,,,15:32:52,2023-07-04,
nor2-397,5182478.287,245706.886,88.008,,,,15:32:53,2023-07-04,
nor2-398,5182478.288,245706.888,88.007,,,,15:32:54,2023-07-04,
nor2-399,5182478.288,245706.886,88.010,,,,15:32:55,2023-07-04,
nor2-400,5182478.289,245706.887,88.010,,,,15:32:56,2023-07-04,
nor2-401,5182478.287,245706.890,88.014,,,,15:32:57,2023-07-04,
nor2-402,5182478.288,245706.889,88.009,,,,15:32:58,2023-07-04,
nor2-403,5182478.288,245706.885,88.011,,,,15:32:59,2023-07-04,
nor2-404,5182478.288,245706.887,88.007,,,,15:33:00,2023-07-04,
nor2-405,5182478.285,245706.885,88.011,,,,15:33:01,2023-07-04,
nor2-406,5182478.284,245706.886,88.012,,,,15:33:02,2023-07-04,
