Pt name,North,East,Elevation,HA,VA,SD,Time,Date,Code
nor1-360,5182427.080,245710.150,88.042,,,,15:31:01,2023-07-04,
nor1-361,5182427.194,245710.939,88.023,,,,15:31:02,2023-07-04,
nor1-362,5182477.409,245707.417,87.956,,,,15:32:37,2023-07-04,
nor1-363,5182477.412,245707.417,87.950,,,,15:32:38,2023-07-04,
nor1-364,5182477.410,245707.422,87.966,,,,15:32:39,2023-07-04,
nor1-365,5182477.405,245707.420,87.974,,,,15:32:40,2023-07-04,
nor1-366,5182477.409,245707.422,87.981,,,,15:32:41,2023-07-04,
nor1-367,5182477.412,245707.420,87.977,,,,15:32:42,2023-07-04,
nor1-368,5182477.410,245707.419,87.969,,,,15:32:43,2023-07-04,
nor1-369,5182477.407,245707.416,87.967,,,,15:32:44,2023-07-04,
nor1-370,5182477.407,245707.417,87.969,,,,15:32:45,2023-07-04,
nor1-371,5182477.409,245707.412,87.977,,,,15:32:46,2023-07-04,
nor1-372,5182477.409,245707.416,87.978,,,,15:32:47,2023-07-04,
nor1-373,5182477.408,245707.417,87.981,,,,15:32:48,2023-07-04,
nor1-374,5182477.405,245707.418,87.984,,,,15:32:49,2023-07-04,
nor1-375,5182477.409,245707.419,87.981,,,,15:32:50,2023-07-04,
nor1-376,5182477.409,245707.417,87.974,,,,15:32:51,2023-07-04,
nor1-377,5182477.409,245707.416,87.975,,,,15:32:52,2023-07-04,
nor1-378,5182477.406,245707.415,87.976,,,,15:32:53,2023-07-04,
